title,company,salary,summary
Data Analyst (1 Year Contract),AIA,NA,"Conduct in-depth interviews with local business owners across multiple channels to identify the current gaps in data capture, data storage and data accuracy...."
Data Manager,NA,NA,"Import external data, including reconciliation of lab data. The Data Manager is responsible for the data management process in a clinical study...."
Data Scientist,Shell Infotech Pte Ltd,NA,"Â-ª Keen on learning, data, scale and agility. Perform full life-cycle of Data Scientist / Analyst activities, including conceptualization, visualization to..."
Data Scientist,Unisoft Infotech Pte Ltd,NA,"Performing original quantitative research on large, complex data sets, including acquisition of domain knowledge, determination of important research questions,..."
"Officer, Library (Digital Initiatives & Services)",Singapore Institute of Management,NA,Ability to analyse data using business intelligence and data analytics platforms. Manage and monitor system data integrity in the library systems and other...
Admin Assistant,Seagate,NA,"Executes special or continuous research and data analysis tasks. Analyzes problems, determines approach, compiles and analyzes data, and prepares reports..."
Admin Assistant,Khoo Teck Puat Hospital,NA,"You will provide administrative support to the Department and assist in data entry, filing etc. A levels & above...."
Research & Development - Research Scientist – Machine Learni...,Procter & Gamble,NA,We are looking for a talented Data Scientist to join our upstream Beauty Technology group. Help the team deploy models to practice and make frequent model...
Quality Assurance Specialist,Merck KGaA,NA,"Assist in investigations from events, complaints or data audits. A career at Merck is an ongoing journey of discovery:...."
Senior Officer - Academic Services,The Institute of Technical Education,NA,"Strong data analysis and data visualisation skills will be another added advantage. As a Senior Officer in ITE, your challenge is to formulate, review and..."
Software Engineer (Data Products),honestbee,NA,"Working closely with Data Scientists and Data Engineers to build out data products. At honestbee, the data team works on all things data...."
Staff Data Scientist,Seagate,NA,To be our Data Science Technical Lead for the junior data analytics engineers in Singapore. Collaborate closely with our Data Engineering team who will provide...
"Finance Officer, Master Data Management",DFS Venture Singapore Pte Ltd,NA,Conduct periodic data maintenance. Review creation/change of SAP master data processed by Accounting Support team....
Research Assistant,Singapore University of Technology and Design,NA,"Literature review, data collection and analysis, writing up the deliverables and the dissemination of the research findings...."
Data Scientist (Big Data Analytics),Ahrefs,NA,"Experience with Elasticsearch or similar DB, and ability to conduct independent research utilising large unstructured data sets;..."
Scientist - Big Data Analytics,ResMed,NA,Scientist - Big Data Analytics. The Scientist- Big Data Analytics role takes fundamental responsibility for research and development of the big data analytics...
Part Time Receptionist cum Admin - St. Margaret's Secondary...,NA,NA,"Support, for e.g. data collation, data-entry, printing, operate office equipment and systems. St...."
Data Engineering Lead,Siemens AG,NA,"Representation of the Data Architecture team in selected data architecture, data modeling, and metadata management work teams inside Mobility...."
Data Engineering Lead,Grab Taxi,NA,"Real passion for data, new data technologies, and discovering new and interesting solutions to the company’s data needs...."
Data Science Analyst,UBS,NA,"Collect and combine data from multiple sources, clarify data requirements, analyze it and produce great visuals...."
Data Scientist,Singtel,NA,"Experience working with very large data sets, including statistical analyses, data visualization, data mining, and data cleansing/transformation and machine..."
Customer Enablement Specialist,Amazon.com,NA,"Advanced proficiency in Microsoft Excel with the ability to analyze large data sets, create financial models and simplify complex data...."
Data & Document Specialist (CLM Control Tower),UBS,NA,Are you incredibly organized with an eye for detail? Do you know how to take care of business? We’re looking for someone like that to: - Oversee the top...
Data Analyst (Visual & Performing Arts) Intern,Ministry of Education,NA,You work with officers in MOE to collate data and support data analysis that informs policies and programmes that strengthen the delivery of Visual & Performing...
Data Analyst (SPED) Intern,Ministry of Education,NA,To assist the team in data collection and analysis of data for evaluation of the partnerships. To compile good stories of satellite partnerships that promote...
Data Analyst (ICT Implementation) Intern,Ministry of Education,NA,"Comfortable with data management, especially qualitative data. Analyse survey results on ICT use in schools for teaching and learning and surface insights...."
Economist (Data Analytics),Ministry of Trade and Industry,NA,"Economics, Statistics, Applied Mathematics, Computer Science, Data Analytics, Engineering, or related disciplines...."
Fraud Analyst - Fraud Surveillance Unit (Operational Risk Ma...,OCBC Bank: SG,NA,Provide information and data in the preparation of the FSU Program’s established MIS. Fraud Analyst - Fraud Surveillance Unit (Operational Risk Management) - ...
"SVP, Data Scientist, Data Management, Technology and Operati...",DBS Bank,NA,Experience of architecture design / deployment of big data and analytic infrastructure at Enterprise level. We are looking for someone from tier 1 player in the...
CLM IB KYC Reviews Client Outreach,UBS,NA,"Ensure client vetting and data and document processes comply with regulations, guidelines, minimum standards and UBS policies...."
Administrative Assistant,Times Publishing Group,NA,Job Description Processing of contracts and copy-instructions Traffic control of advertisements Proof-reading of company profile information for directory...
"Risk Data Scientist, Group Portfolio Analytics & Reporting",OCBC Bank: SG,NA,"Risk Data Scientist, Group Portfolio Analytics & Reporting - (18000013). Clear communicator with proven stakeholder management skills , with the ability to..."
Data Scientist,Sciente,NA,"Extensive experience working with very large data sets, including statistical analyses, data visualization, data mining, and data cleansing/transformation and..."
Data Scientist - Singapore,Shift Technology,NA,"Understand insurance data and fraud mechanisms; As for the solution, our data scientists must be able to produce predictions justified with intelligible..."
Data Scientist (JPN) - Singapore,Shift Technology,NA,"Understand insurance data and fraud mechanisms; As for the solution, our data scientists must be able to produce predictions justified with intelligible..."
Data Processing Executive/ Data Processing Manager,Joshua Research Consultants Pte Ltd,NA,To planning & executing data cleaning & data mining activities. We are seeking Data Processing Executive/ Data Processing Manager in Singapore office to support...
PostDocs (Data Analytics Consulting Centre),National University of Singapore,NA,"Research Fellow/Research Associate to work in the Data Analytics Consulting Centre on data science & analytical projects, helping clients to generate economic,..."
ADMINISTRATIVE ASSISTANT,NSC Management Services Pte Ltd,NA,"Keep track of received data and source documents. Prepare and sort documents, identify and interpret data. Contact originators of documents to resolve questions..."
"Operations Analyst - HQ, Singapore",LOVEBONITO SINGAPORE PTE LTD,NA,"Ability to manipulate large data sets to drive business decisions, communicate metrics and data clearly while maintaining high attention to details;..."
Administrative Assistant,Stars Technic International P/L,NA,Job Summary 1) Create sales invoices and delivery orders 2) Data inputs 3) Filing of documents Responsibilities and Duties 1) Able to commit to 5...
"Data Entry (Part-Time, Flexible Work Arrangement)",H___ Private Limited,NA,"Verifies entered data by reviewing, correcting, deleting, or reentering data. Processing source data by compiling, sorting and reviewing data for deficiencies;..."
Admin Assistant,FLP YOMIKO Singapore Pte Ltd,"$1,500 - $1,700 a month","Handle general administrative duties / Bookkeeping / Data Entries / Filling & Handle Confidential/ Non-Disclosure Documentation, Prepare quotations, invoices,..."
